#ORDER,CNE_NAME,SYMBOL,START,STOP
5145,CRCNE00006123,0,108,115
5146,CRCNE00006127,O,81,86
5147,CRCNE00006127,5,83,89
5148,CRCNE00006130,B,21,26
5149,CRCNE00006140:CRCNE00006191,S,16,22
5150,CRCNE00006140:CRCNE00006191,P,34,41
5151,CRCNE00006141,0,21,28
5152,CRCNE00006157:CRCNE00006159,R,20,26
5153,CRCNE00006157:CRCNE00006159,S,185,191
5154,CRCNE00006157:CRCNE00006159,G,196,201
5155,CRCNE00006162,U,4,10
5156,CRCNE00006162,K,20,25
5157,CRCNE00006162,O,37,42
5158,CRCNE00006162,5,79,85
5159,CRCNE00006163,2,5,12
5160,CRCNE00006163,O,12,17
5161,CRCNE00006163,B,24,29
5162,CRCNE00006164,2,41,48
5163,CRCNE00006164,K,101,106
5164,CRCNE00006166:CRCNE00006165,B,36,41
5165,CRCNE00006166:CRCNE00006165,5,118,124
5166,CRCNE00006166:CRCNE00006165,S,136,142
5167,CRCNE00006166:CRCNE00006165,B,217,222
5168,CRCNE00006168:CRCNE00006167,B,117,122
5169,CRCNE00006169,B,130,135
5170,CRCNE00006169,B,274,279
5171,CRCNE00006169,0,343,350
5172,CRCNE00006169,5,423,429
5173,CRCNE00006170,U,1,7
5174,CRCNE00006170,K,5,10
5175,CRCNE00006171,E,49,55
5176,CRCNE00006173,O,17,22
5177,CRCNE00006175:CRCNE00006174,E,27,33
5178,CRCNE00006175:CRCNE00006174,3,36,42
5179,CRCNE00006175:CRCNE00006174,K,60,65
5180,CRCNE00006175:CRCNE00006174,A,94,99
5181,CRCNE00006175:CRCNE00006174,J,101,108
5182,CRCNE00006175:CRCNE00006174,T,348,354
5183,CRCNE00006177,B,10,15
5184,CRCNE00006178,H,30,39
5185,CRCNE00006178,I,48,55
5186,CRCNE00006184,Q,8,14
5187,CRCNE00006184,G,97,102
5188,CRCNE00006184,C,110,117
5189,CRCNE00006185,E,21,27
5190,CRCNE00006185,E,33,39
5191,CRCNE00006186,H,13,22
5192,CRCNE00006187,G,114,119
5193,CRCNE00006188,Q,99,105
5194,CRCNE00006190:CRCNE00006189,O,79,84
5195,CRCNE00006190:CRCNE00006189,A,208,213
5196,CRCNE00006193:CRCNE00006192,G,9,14
5197,CRCNE00006193:CRCNE00006192,G,70,75
5198,CRCNE00006193:CRCNE00006192,H,138,147
5199,CRCNE00006193:CRCNE00006192,A,160,165
5200,CRCNE00006194,G,1,6
5201,CRCNE00006194,G,37,42
5202,CRCNE00006194,G,117,122
5203,CRCNE00006197:CRCNE00006196,O,239,244
5204,CRCNE00006197:CRCNE00006196,B,296,301
5205,CRCNE00006199:CRCNE00006233:CRCNE00006232,M,13,19
5206,CRCNE00006199:CRCNE00006233:CRCNE00006232,M,35,41
5207,CRCNE00006199:CRCNE00006233:CRCNE00006232,O,106,111
5208,CRCNE00006200,G,16,21
5209,CRCNE00006206:CRCNE00006262,M,27,33
5210,CRCNE00006225:CRCNE00006237,U,253,259
5211,CRCNE00006228,O,99,104
5212,CRCNE00006229,S,84,90
5213,CRCNE00006231:CRCNE00006230,0,11,18
5214,CRCNE00006234,G,13,18
5215,CRCNE00006235,2,69,76
5216,CRCNE00006235,P,85,92
5217,CRCNE00006235,5,164,170
5218,CRCNE00006238,7,67,74
5219,CRCNE00006238,G,105,110
5220,CRCNE00006238,R,142,148
5221,CRCNE00006238,0,218,225
5222,CRCNE00006238,H,364,373
5223,CRCNE00006238,I,375,382
5224,CRCNE00006240:CRCNE00006239,J,40,47
5225,CRCNE00006240:CRCNE00006239,2,71,78
5226,CRCNE00006240:CRCNE00006239,G,225,230
5227,CRCNE00006241,0,141,148
5228,CRCNE00006242,E,12,18
5229,CRCNE00006242,O,169,174
5230,CRCNE00006243:CRCNE00006201,B,98,103
5231,CRCNE00006243:CRCNE00006201,E,112,118
5232,CRCNE00006244,B,3,8
5233,CRCNE00006244,3,33,39
5234,CRCNE00006244,5,53,59
5235,CRCNE00006244,O,56,61
5236,CRCNE00006247:CRCNE00006226,5,32,38
5237,CRCNE00006247:CRCNE00006226,S,39,45
5238,CRCNE00006248,B,71,76
5239,CRCNE00006249,F,121,126
5240,CRCNE00006249,K,207,212
5241,CRCNE00006249,T,232,238
5242,CRCNE00006250,K,99,104
5243,CRCNE00006250,T,136,142
5244,CRCNE00006252,O,30,35
5245,CRCNE00006256:CRCNE00006255,5,118,124
5246,CRCNE00006257:CRCNE00006207,K,42,47
5247,CRCNE00006257:CRCNE00006207,G,106,111
5248,CRCNE00006257:CRCNE00006207,G,148,153
5249,CRCNE00006257:CRCNE00006207,B,223,228
5250,CRCNE00006258,B,1,6
5251,CRCNE00006258,H,25,34
5252,CRCNE00006258,A,72,77
5253,CRCNE00006258,B,75,80
5254,CRCNE00006258,O,89,94
5255,CRCNE00006259,S,143,149
5256,CRCNE00006265,G,140,145
5257,CRCNE00006265,O,186,191
5258,CRCNE00006266:CRCNE00006341:CRCNE00006342,O,88,93
5259,CRCNE00006266:CRCNE00006341:CRCNE00006342,A,220,225
5260,CRCNE00006266:CRCNE00006341:CRCNE00006342,A,271,276
5261,CRCNE00006266:CRCNE00006341:CRCNE00006342,O,277,282
5262,CRCNE00006266:CRCNE00006341:CRCNE00006342,B,368,373
5263,CRCNE00006266:CRCNE00006341:CRCNE00006342,5,509,515
5264,CRCNE00006266:CRCNE00006341:CRCNE00006342,G,512,517
5265,CRCNE00006266:CRCNE00006341:CRCNE00006342,2,522,529
5266,CRCNE00006267,O,40,45
5267,CRCNE00006282,O,6,11
5268,CRCNE00006287,G,32,37
5269,CRCNE00006290,A,23,28
5270,CRCNE00006290,A,32,37
5271,CRCNE00006295,0,7,14
5272,CRCNE00006300,O,10,15
5273,CRCNE00006304,O,44,49
5274,CRCNE00006304,I,48,55
5275,CRCNE00006306,G,27,32
5276,CRCNE00006306,H,45,54
5277,CRCNE00006307:CRCNE00006308,A,117,122
5278,CRCNE00006307:CRCNE00006308,7,346,353
5279,CRCNE00006309,O,41,46
5280,CRCNE00006310,A,87,92
5281,CRCNE00006310,B,90,95
5282,CRCNE00006311:CRCNE00006312,Q,178,184
5283,CRCNE00006311:CRCNE00006312,5,411,417
5284,CRCNE00006313,K,68,73
5285,CRCNE00006313,S,132,138
5286,CRCNE00006313,I,150,157
5287,CRCNE00006313,S,218,224
5288,CRCNE00006316,F,20,25
5289,CRCNE00006316,0,103,110
5290,CRCNE00006316,T,123,129
5291,CRCNE00006316,O,163,168
5292,CRCNE00006317:CRCNE00006284:CRCNE00006318,S,13,19
5293,CRCNE00006317:CRCNE00006284:CRCNE00006318,Q,59,65
5294,CRCNE00006317:CRCNE00006284:CRCNE00006318,O,137,142
5295,CRCNE00006321,Q,135,141
5296,CRCNE00006321,C,205,212
5297,CRCNE00006322,C,107,114
5298,CRCNE00006326,0,19,26
5299,CRCNE00006326,F,50,55
5300,CRCNE00006328,O,202,207
5301,CRCNE00006328,0,251,258
5302,CRCNE00006328,C,286,293
5303,CRCNE00006332,5,156,162
5304,CRCNE00006332,U,168,174
5305,CRCNE00006333,G,43,48
5306,CRCNE00006333,A,50,55
5307,CRCNE00006333,U,51,57
5308,CRCNE00006333,B,71,76
5309,CRCNE00006333,B,113,118
5310,CRCNE00006333,B,166,171
5311,CRCNE00006334,U,98,104
5312,CRCNE00006335,K,32,37
5313,CRCNE00006336,O,2,7
5314,CRCNE00006336,C,63,70
5315,CRCNE00006336,Q,149,155
5316,CRCNE00006337,K,19,24
5317,CRCNE00006337,O,126,131
5318,CRCNE00006338,2,2,9
5319,CRCNE00006338,O,13,18
5320,CRCNE00006339,3,46,52
5321,CRCNE00006339,B,53,58
5322,CRCNE00006340,S,15,21
5323,CRCNE00006344,G,121,126
5324,CRCNE00006344,5,176,182
5325,CRCNE00006344,C,284,291
5326,CRCNE00006345,0,4,11
5327,CRCNE00006345,B,28,33
5328,CRCNE00006345,B,91,96
5329,CRCNE00006348:CRCNE00006349:CRCNE00006350,5,69,75
5330,CRCNE00006348:CRCNE00006349:CRCNE00006350,5,131,137
5331,CRCNE00006348:CRCNE00006349:CRCNE00006350,U,326,332
5332,CRCNE00006348:CRCNE00006349:CRCNE00006350,H,346,355
5333,CRCNE00006353,H,101,110
5334,CRCNE00006361,2,31,38
5335,CRCNE00006383,G,21,26
5336,CRCNE00006383,5,45,51
5337,CRCNE00006384,F,203,208
5338,CRCNE00006384,K,205,210
5339,CRCNE00006384,G,241,246
5340,CRCNE00006384,D,291,298
5341,CRCNE00006384,K,293,298
5342,CRCNE00006384,A,296,301
5343,CRCNE00006387:CRCNE00006386:CRCNE00006385,2,100,107
5344,CRCNE00006387:CRCNE00006386:CRCNE00006385,B,235,240
5345,CRCNE00006388,5,95,101
5346,CRCNE00006389,G,19,24
5347,CRCNE00006390,B,211,216
5348,CRCNE00006391,O,69,74
5349,CRCNE00006391,B,255,260
5350,CRCNE00006392,0,19,26
5351,CRCNE00006393,2,4,11
5352,CRCNE00006393,E,155,161
5353,CRCNE00006394,O,40,45
5354,CRCNE00006395,F,14,19
5355,CRCNE00006395,B,16,21
5356,CRCNE00006396,2,186,193
5357,CRCNE00006396,2,290,297
5358,CRCNE00006396,2,311,318
5359,CRCNE00006396,B,340,345
5360,CRCNE00006396,0,350,357
5361,CRCNE00006396,A,423,428
5362,CRCNE00006396,0,430,437
5363,CRCNE00006396,K,473,478
5364,CRCNE00006397,2,42,49
5365,CRCNE00006397,G,50,55
5366,CRCNE00006397,G,100,105
5367,CRCNE00006398,H,230,239
5368,CRCNE00006401:CRCNE00006400:CRCNE00006399,G,229,234
5369,CRCNE00006401:CRCNE00006400:CRCNE00006399,0,334,341
5370,CRCNE00006403:CRCNE00006359,0,15,22
5371,CRCNE00006405:CRCNE00006404,O,33,38
5372,CRCNE00006405:CRCNE00006404,2,171,178
5373,CRCNE00006405:CRCNE00006404,2,179,186
5374,CRCNE00006405:CRCNE00006404,O,194,199
5375,CRCNE00006405:CRCNE00006404,O,264,269
5376,CRCNE00006406,G,2,7
5377,CRCNE00006407,0,34,41
5378,CRCNE00006407,O,124,129
5379,CRCNE00006407,I,240,247
5380,CRCNE00006430,E,9,15
5381,CRCNE00006430,2,13,20
5382,CRCNE00006430,G,45,50
5383,CRCNE00006436:CRCNE00011476,C,7,14
5384,CRCNE00006441:CRCNE00006440,O,16,21
5385,CRCNE00006441:CRCNE00006440,5,41,47
5386,CRCNE00006441:CRCNE00006440,O,44,49
5387,CRCNE00006441:CRCNE00006440,B,134,139
5388,CRCNE00006441:CRCNE00006440,O,141,146
5389,CRCNE00006441:CRCNE00006440,U,162,168
5390,CRCNE00006443:CRCNE00006442,G,33,38
5391,CRCNE00006443:CRCNE00006442,G,166,171
5392,CRCNE00006443:CRCNE00006442,K,184,189
5393,CRCNE00006443:CRCNE00006442,H,218,227
5394,CRCNE00006444,G,33,38
5395,CRCNE00006444,U,55,61
5396,CRCNE00006445,M,33,39
5397,CRCNE00006447:CRCNE00011490,A,41,46
5398,CRCNE00006447:CRCNE00011490,0,49,56
5399,CRCNE00006447:CRCNE00011490,F,60,65
5400,CRCNE00006447:CRCNE00011490,B,169,174
5401,CRCNE00006447:CRCNE00011490,B,195,200
5402,CRCNE00006450,5,27,33
5403,CRCNE00006452,C,51,58
5404,CRCNE00006452,B,86,91
5405,CRCNE00006452,0,125,132
5406,CRCNE00006454,E,25,31
5407,CRCNE00006455,H,60,69
5408,CRCNE00006456,O,2,7
5409,CRCNE00006456,H,7,16
5410,CRCNE00006457,H,13,22
5411,CRCNE00006457,G,24,29
5412,CRCNE00006458,B,18,23
5413,CRCNE00006458,0,24,31
5414,CRCNE00006458,E,47,53
5415,CRCNE00006463:CRCNE00006462,G,76,81
5416,CRCNE00006463:CRCNE00006462,E,83,89
5417,CRCNE00006464,G,31,36
5418,CRCNE00006464,G,82,87
5419,CRCNE00006464,J,103,110
5420,CRCNE00006464,5,160,166
5421,CRCNE00006464,M,180,186
5422,CRCNE00006464,2,198,205
5423,CRCNE00006464,I,237,244
5424,CRCNE00006464,G,278,283
5425,CRCNE00006465,0,31,38
5426,CRCNE00006466,2,23,30
5427,CRCNE00006466,5,83,89
5428,CRCNE00006469:CRCNE00006468,0,96,103
5429,CRCNE00006469:CRCNE00006468,O,124,129
5430,CRCNE00006470,0,109,116
5431,CRCNE00006471,5,23,29
5432,CRCNE00006471,A,47,52
5433,CRCNE00006475,I,1,8
5434,CRCNE00006475,M,21,27
5435,CRCNE00006475,O,64,69
5436,CRCNE00006477,S,8,14
5437,CRCNE00006477,B,39,44
5438,CRCNE00006477,0,54,61
5439,CRCNE00006478,0,21,28
5440,CRCNE00006478,J,33,40
5441,CRCNE00006479:CRCNE00006451,K,5,10
5442,CRCNE00006499:CRCNE00006498,B,104,109
5443,CRCNE00006500,2,67,74
5444,CRCNE00006500,0,109,116
5445,CRCNE00006500,0,137,144
5446,CRCNE00006501,H,70,79
5447,CRCNE00006501,0,115,122
5448,CRCNE00006501,H,126,135
5449,CRCNE00006501,2,214,221
5450,CRCNE00006503,Q,11,17
5451,CRCNE00006503,5,26,32
5452,CRCNE00006503,H,26,35
5453,CRCNE00006503,G,43,48
5454,CRCNE00006503,I,54,61
5455,CRCNE00006503,B,96,101
5456,CRCNE00006506,T,17,23
5457,CRCNE00006516:CRCNE00006472,5,29,35
5458,CRCNE00006516:CRCNE00006472,I,45,52
5459,CRCNE00006516:CRCNE00006472,H,98,107
5460,CRCNE00006516:CRCNE00006472,G,128,133
5461,CRCNE00006516:CRCNE00006472,H,130,139
5462,CRCNE00006522,0,102,109
5463,CRCNE00006526:CRCNE00006527:CRCNE00006528,G,30,35
5464,CRCNE00006526:CRCNE00006527:CRCNE00006528,5,68,74
5465,CRCNE00006526:CRCNE00006527:CRCNE00006528,I,140,147
5466,CRCNE00006526:CRCNE00006527:CRCNE00006528,0,149,156
5467,CRCNE00006526:CRCNE00006527:CRCNE00006528,G,180,185
5468,CRCNE00006526:CRCNE00006527:CRCNE00006528,A,185,190
5469,CRCNE00006529,O,51,56
5470,CRCNE00006531,2,52,59
5471,CRCNE00006531,5,104,110
5472,CRCNE00006532,A,7,12
5473,CRCNE00006532,I,89,96
5474,CRCNE00006532,0,110,117
5475,CRCNE00006570,5,153,159
5476,CRCNE00006573:CRCNE00006548,B,5,10
5477,CRCNE00006574,H,2,11
5478,CRCNE00006574,K,146,151
5479,CRCNE00006576:CRCNE00006575,H,6,15
5480,CRCNE00006576:CRCNE00006575,G,8,13
5481,CRCNE00006578,F,85,90
5482,CRCNE00006582:CRCNE00006581,5,15,21
5483,CRCNE00006582:CRCNE00006581,A,44,49
5484,CRCNE00006582:CRCNE00006581,F,60,65
5485,CRCNE00006582:CRCNE00006581,C,70,77
5486,CRCNE00006582:CRCNE00006581,0,210,217
5487,CRCNE00006583,K,26,31
5488,CRCNE00006585,I,8,15
5489,CRCNE00006585,G,23,28
5490,CRCNE00006585,5,74,80
5491,CRCNE00006585,2,115,122
5492,CRCNE00006587,0,9,16
5493,CRCNE00006587,A,32,37
5494,CRCNE00006587,2,66,73
5495,CRCNE00006588:CRCNE00006562,B,71,76
5496,CRCNE00006588:CRCNE00006562,0,95,102
5497,CRCNE00006588:CRCNE00006562,7,96,103
5498,CRCNE00006589,S,80,86
5499,CRCNE00006590,G,34,39
5500,CRCNE00006594:CRCNE00006549:CRCNE00006593:CRCNE00006592,T,51,57
5501,CRCNE00006594:CRCNE00006549:CRCNE00006593:CRCNE00006592,A,220,225
5502,CRCNE00006596,F,30,35
5503,CRCNE00006598:CRCNE00006597,A,149,154
5504,CRCNE00006598:CRCNE00006597,T,178,184
5505,CRCNE00006598:CRCNE00006597,J,199,206
5506,CRCNE00006598:CRCNE00006597,C,212,219
5507,CRCNE00006599,B,27,32
5508,CRCNE00006599,U,57,63
5509,CRCNE00006599,I,136,143
5510,CRCNE00006599,H,152,161
5511,CRCNE00006602:CRCNE00006601:CRCNE00006600,0,180,187
5512,CRCNE00006605:CRCNE00006604:CRCNE00006603,B,2,7
5513,CRCNE00006605:CRCNE00006604:CRCNE00006603,C,170,177
5514,CRCNE00006606,A,60,65
5515,CRCNE00006606,S,69,75
5516,CRCNE00006606,U,153,159
5517,CRCNE00006606,J,169,176
5518,CRCNE00006606,4,258,265
5519,CRCNE00006611:CRCNE00006610:CRCNE00006609,K,28,33
5520,CRCNE00006611:CRCNE00006610:CRCNE00006609,D,33,40
5521,CRCNE00006611:CRCNE00006610:CRCNE00006609,K,35,40
5522,CRCNE00006611:CRCNE00006610:CRCNE00006609,B,70,75
5523,CRCNE00006611:CRCNE00006610:CRCNE00006609,F,72,77
5524,CRCNE00006611:CRCNE00006610:CRCNE00006609,I,127,134
5525,CRCNE00006611:CRCNE00006610:CRCNE00006609,U,141,147
5526,CRCNE00006611:CRCNE00006610:CRCNE00006609,B,145,150
5527,CRCNE00006614,K,1,6
5528,CRCNE00006616:CRCNE00006615:CRCNE00006805,A,106,111
5529,CRCNE00006618,G,13,18
5530,CRCNE00006619,U,34,40
5531,CRCNE00006621,J,107,114
5532,CRCNE00006621,G,173,178
5533,CRCNE00006624:CRCNE00006623:CRCNE00006622,B,325,330
5534,CRCNE00006630:CRCNE00006629,O,209,214
5535,CRCNE00006630:CRCNE00006629,B,246,251
5536,CRCNE00006630:CRCNE00006629,A,284,289
5537,CRCNE00006631,G,21,26
5538,CRCNE00006631,2,48,55
5539,CRCNE00006632,E,41,47
5540,CRCNE00006632,B,104,109
5541,CRCNE00006634,U,72,78
5542,CRCNE00006634,A,74,79
5543,CRCNE00006637:CRCNE00006636:CRCNE00006635,A,24,29
5544,CRCNE00006637:CRCNE00006636:CRCNE00006635,B,63,68
5545,CRCNE00006637:CRCNE00006636:CRCNE00006635,0,246,253
5546,CRCNE00006637:CRCNE00006636:CRCNE00006635,G,307,312
5547,CRCNE00006637:CRCNE00006636:CRCNE00006635,O,327,332
5548,CRCNE00006637:CRCNE00006636:CRCNE00006635,B,401,406
5549,CRCNE00006640:CRCNE00006639:CRCNE00006799,M,39,45
5550,CRCNE00006640:CRCNE00006639:CRCNE00006799,E,48,54
5551,CRCNE00006640:CRCNE00006639:CRCNE00006799,U,58,64
5552,CRCNE00006640:CRCNE00006639:CRCNE00006799,Q,69,75
5553,CRCNE00006640:CRCNE00006639:CRCNE00006799,S,174,180
5554,CRCNE00006642,S,29,35
5555,CRCNE00006643,5,36,42
5556,CRCNE00006645:CRCNE00006644,G,9,14
5557,CRCNE00006645:CRCNE00006644,U,28,34
5558,CRCNE00006645:CRCNE00006644,G,46,51
5559,CRCNE00006645:CRCNE00006644,G,143,148
5560,CRCNE00006647:CRCNE00006646,O,3,8
5561,CRCNE00006647:CRCNE00006646,A,100,105
5562,CRCNE00006647:CRCNE00006646,O,158,163
5563,CRCNE00006647:CRCNE00006646,G,186,191
5564,CRCNE00006651:CRCNE00006650:CRCNE00006649:CRCNE00006648,B,18,23
5565,CRCNE00006651:CRCNE00006650:CRCNE00006649:CRCNE00006648,A,248,253
5566,CRCNE00006651:CRCNE00006650:CRCNE00006649:CRCNE00006648,E,261,267
5567,CRCNE00006651:CRCNE00006650:CRCNE00006649:CRCNE00006648,S,779,785
5568,CRCNE00006652,B,183,188
5569,CRCNE00006652,M,302,308
5570,CRCNE00006653:CRCNE00006811,U,152,158
5571,CRCNE00006656:CRCNE00006655,B,40,45
5572,CRCNE00006656:CRCNE00006655,I,225,232
5573,CRCNE00006656:CRCNE00006655,K,337,342
5574,CRCNE00006659:CRCNE00006658:CRCNE00006657,0,244,251
5575,CRCNE00006660,G,104,109
5576,CRCNE00006662:CRCNE00006661,0,7,14
5577,CRCNE00006662:CRCNE00006661,B,71,76
5578,CRCNE00006662:CRCNE00006661,O,124,129
5579,CRCNE00006662:CRCNE00006661,B,319,324
5580,CRCNE00006664:CRCNE00006663,A,74,79
5581,CRCNE00006665,E,19,25
5582,CRCNE00006666,H,27,36
5583,CRCNE00006667,O,197,202
5584,CRCNE00006669:CRCNE00006668,F,18,23
5585,CRCNE00006669:CRCNE00006668,A,73,78
5586,CRCNE00006669:CRCNE00006668,O,208,213
5587,CRCNE00006669:CRCNE00006668,I,260,267
5588,CRCNE00006669:CRCNE00006668,2,284,291
5589,CRCNE00006669:CRCNE00006668,2,345,352
5590,CRCNE00006669:CRCNE00006668,3,397,403
5591,CRCNE00006669:CRCNE00006668,H,564,573
5592,CRCNE00006671:CRCNE00006670,H,52,61
5593,CRCNE00006671:CRCNE00006670,B,67,72
5594,CRCNE00006671:CRCNE00006670,T,97,103
5595,CRCNE00006673:CRCNE00006672:CRCNE00006796,B,31,36
5596,CRCNE00006673:CRCNE00006672:CRCNE00006796,F,33,38
5597,CRCNE00006673:CRCNE00006672:CRCNE00006796,2,134,141
5598,CRCNE00006673:CRCNE00006672:CRCNE00006796,K,346,351
5599,CRCNE00006673:CRCNE00006672:CRCNE00006796,2,395,402
5600,CRCNE00006673:CRCNE00006672:CRCNE00006796,H,431,440
5601,CRCNE00006673:CRCNE00006672:CRCNE00006796,I,495,502
5602,CRCNE00006673:CRCNE00006672:CRCNE00006796,2,635,642
5603,CRCNE00006673:CRCNE00006672:CRCNE00006796,L,645,652
5604,CRCNE00006674,3,7,13
5605,CRCNE00006674,G,53,58
5606,CRCNE00006676:CRCNE00006675,O,26,31
5607,CRCNE00006676:CRCNE00006675,E,115,121
5608,CRCNE00006676:CRCNE00006675,2,425,432
5609,CRCNE00006676:CRCNE00006675,G,495,500
5610,CRCNE00006676:CRCNE00006675,O,704,709
5611,CRCNE00006676:CRCNE00006675,0,792,799
5612,CRCNE00006678:CRCNE00006677,B,1,6
5613,CRCNE00006678:CRCNE00006677,B,190,195
5614,CRCNE00006678:CRCNE00006677,B,254,259
5615,CRCNE00006678:CRCNE00006677,I,299,306
5616,CRCNE00006678:CRCNE00006677,I,380,387
5617,CRCNE00006678:CRCNE00006677,O,386,391
5618,CRCNE00006678:CRCNE00006677,H,458,467
5619,CRCNE00006678:CRCNE00006677,G,460,465
5620,CRCNE00006678:CRCNE00006677,B,475,480
5621,CRCNE00006679,5,36,42
5622,CRCNE00006679,G,128,133
5623,CRCNE00006679,H,178,187
5624,CRCNE00006679,B,214,219
5625,CRCNE00006679,G,235,240
5626,CRCNE00006679,5,237,243
5627,CRCNE00006679,K,257,262
5628,CRCNE00006679,B,304,309
5629,CRCNE00006679,A,307,312
5630,CRCNE00006681,J,34,41
5631,CRCNE00006681,O,74,79
5632,CRCNE00006682,B,24,29
5633,CRCNE00006682,B,30,35
5634,CRCNE00006686,B,1,6
5635,CRCNE00006686,H,21,30
5636,CRCNE00006688,2,139,146
5637,CRCNE00006688,K,167,172
5638,CRCNE00006689,I,121,128
5639,CRCNE00006690,B,23,28
5640,CRCNE00006690,O,38,43
5641,CRCNE00006691,H,33,42
5642,CRCNE00006692,G,67,72
5643,CRCNE00006696,0,43,50
5644,CRCNE00006697,0,19,26
5645,CRCNE00006698,O,52,57
5646,CRCNE00006699,S,2,8
5647,CRCNE00006700,2,58,65
5648,CRCNE00006700,H,59,68
5649,CRCNE00006700,0,73,80
5650,CRCNE00006700,A,94,99
5651,CRCNE00006702,O,32,37
5652,CRCNE00006702,5,34,40
5653,CRCNE00006702,5,37,43
5654,CRCNE00006705:CRCNE00006704,G,35,40
5655,CRCNE00006705:CRCNE00006704,H,151,160
5656,CRCNE00006705:CRCNE00006704,G,153,158
5657,CRCNE00006705:CRCNE00006704,G,157,162
5658,CRCNE00006706,H,72,81
5659,CRCNE00006706,G,147,152
5660,CRCNE00006707,H,16,25
5661,CRCNE00006707,O,62,67
5662,CRCNE00006707,S,107,113
5663,CRCNE00006707,H,133,142
5664,CRCNE00006709:CRCNE00006803:CRCNE00006802:CRCNE00006708,K,72,77
5665,CRCNE00006710,B,37,42
5666,CRCNE00006713:CRCNE00006712,A,23,28
5667,CRCNE00006713:CRCNE00006712,Q,90,96
5668,CRCNE00006713:CRCNE00006712,7,100,107
5669,CRCNE00006714,B,2,7
5670,CRCNE00006714,H,86,95
5671,CRCNE00006714,G,88,93
5672,CRCNE00006714,B,102,107
5673,CRCNE00006714,2,159,166
5674,CRCNE00006714,H,175,184
5675,CRCNE00006714,G,177,182
5676,CRCNE00006716:CRCNE00006715,G,40,45
5677,CRCNE00006716:CRCNE00006715,U,76,82
5678,CRCNE00006716:CRCNE00006715,E,120,126
5679,CRCNE00006716:CRCNE00006715,M,183,189
5680,CRCNE00006716:CRCNE00006715,B,256,261
5681,CRCNE00006716:CRCNE00006715,F,258,263
5682,CRCNE00006716:CRCNE00006715,5,290,296
5683,CRCNE00006719:CRCNE00006718:CRCNE00006717,B,391,396
5684,CRCNE00006719:CRCNE00006718:CRCNE00006717,G,403,408
5685,CRCNE00006719:CRCNE00006718:CRCNE00006717,H,405,414
5686,CRCNE00006720,G,31,36
5687,CRCNE00006723:CRCNE00006722,O,91,96
5688,CRCNE00006723:CRCNE00006722,O,364,369
5689,CRCNE00006723:CRCNE00006722,B,373,378
5690,CRCNE00006723:CRCNE00006722,O,424,429
5691,CRCNE00006723:CRCNE00006722,B,467,472
5692,CRCNE00006725:CRCNE00006724,B,22,27
5693,CRCNE00006725:CRCNE00006724,5,26,32
5694,CRCNE00006725:CRCNE00006724,G,78,83
5695,CRCNE00006725:CRCNE00006724,G,115,120
5696,CRCNE00006726,H,27,36
5697,CRCNE00006728,H,20,29
5698,CRCNE00006729,F,4,9
5699,CRCNE00006731:CRCNE00006730,H,12,21
5700,CRCNE00006731:CRCNE00006730,B,28,33
5701,CRCNE00006731:CRCNE00006730,U,40,46
5702,CRCNE00006732,0,46,53
5703,CRCNE00006737:CRCNE00006736:CRCNE00006735:CRCNE00006734,A,12,17
5704,CRCNE00006737:CRCNE00006736:CRCNE00006735:CRCNE00006734,G,34,39
5705,CRCNE00006737:CRCNE00006736:CRCNE00006735:CRCNE00006734,C,60,67
5706,CRCNE00006737:CRCNE00006736:CRCNE00006735:CRCNE00006734,0,192,199
5707,CRCNE00006737:CRCNE00006736:CRCNE00006735:CRCNE00006734,E,475,481
5708,CRCNE00006737:CRCNE00006736:CRCNE00006735:CRCNE00006734,A,489,494
5709,CRCNE00006737:CRCNE00006736:CRCNE00006735:CRCNE00006734,A,549,554
5710,CRCNE00006737:CRCNE00006736:CRCNE00006735:CRCNE00006734,5,754,760
5711,CRCNE00006738,Q,25,31
5712,CRCNE00006740:CRCNE00006739,2,55,62
5713,CRCNE00006740:CRCNE00006739,B,130,135
5714,CRCNE00006740:CRCNE00006739,H,148,157
5715,CRCNE00006740:CRCNE00006739,G,150,155
5716,CRCNE00006742:CRCNE00006741,B,128,133
5717,CRCNE00006746:CRCNE00006745:CRCNE00006744:CRCNE00006743,5,10,16
5718,CRCNE00006746:CRCNE00006745:CRCNE00006744:CRCNE00006743,B,346,351
5719,CRCNE00006746:CRCNE00006745:CRCNE00006744:CRCNE00006743,I,423,430
5720,CRCNE00006748:CRCNE00006747,A,47,52
5721,CRCNE00006751,G,2,7
5722,CRCNE00006759:CRCNE00006684:CRCNE00006683,Q,114,120
5723,CRCNE00006759:CRCNE00006684:CRCNE00006683,0,293,300
5724,CRCNE00006759:CRCNE00006684:CRCNE00006683,T,342,348
5725,CRCNE00006767:CRCNE00006628:CRCNE00006627:CRCNE00006626:CRCNE00006625,O,209,214
5726,CRCNE00006767:CRCNE00006628:CRCNE00006627:CRCNE00006626:CRCNE00006625,A,352,357
5727,CRCNE00006767:CRCNE00006628:CRCNE00006627:CRCNE00006626:CRCNE00006625,B,355,360
5728,CRCNE00006767:CRCNE00006628:CRCNE00006627:CRCNE00006626:CRCNE00006625,7,398,405
5729,CRCNE00006767:CRCNE00006628:CRCNE00006627:CRCNE00006626:CRCNE00006625,0,399,406
